ID	Title	Keywords	Orders	ground_text
933	韩国代购冬女装正品机车服翻领鹿皮绒中长款仿羊羔毛皮毛一体外套中长翻领下摆	中长;翻领;下摆	0;1;2	这款外套采用中长的款式设计,能够提升女性的气质,并使其上身不显臃肿,融入经典的翻领样式,有效的修饰脸部轮廓,尽显利落与干练的感觉,袖口与下摆有着皮带扣的装饰,非常的个性时髦,炒鸡有范儿。
934	新款海宁狐狸毛领绵羊皮真皮羽绒服皮衣女外套中长款大码特价斗篷型版型美观中长款	斗篷型;版型;美观;中长款	0;1;3;2	采用了斗篷型设计,拥有宽松舒适的版型,穿上毫不紧绷,自由自在更加惬意。中长款的版型能够将腰腹部的赘肉轻松遮掩住,具有很好的美观效果。
935	玛玛绨女款斗篷中长款欧洲站羽绒服a字潮奢华高端外套欧美范印花图案a字连帽	印花;图案;a字;连帽	2;3;0;1	a字羽绒服,连帽设计更加大气,印花贴布图案,彰显个性潮流百搭,让衣服更加贴合身型穿着更舒适。
936	上海新式民国复古红色旗袍少女民族中国风改良汉服茶服仙女裙超仙红色系版型长款剪裁	红色系;版型;长款;剪裁	0;2;1;3	一款极其吸睛的旗袍风格的连衣裙,复古的刺绣点缀,凸显出细节处的精致度,尽显出浓浓的活力feel,加上亮亮的红色系裙身,还带出了吸睛的魅力;宽松的长款版型剪裁,上身很舒适自在,可以起到很好的修饰身姿的效果。
937	迷阵秋季新款原创仿麂皮民族风女休闲长裤刺绣系带打底裤小黑色绣花系带	小;黑色;绣花;系带	3;0;1;2	浓浓的庞克风格,带来个性十足的率性与帅气体验。侧面的系带设计,低调又野性,还能修饰腿型;小小露肉设计略带性感,让黑色略显沉庸的裤子提升了亮点。刺绣和绣花纹样的点缀,颇有非洲撒哈拉沙漠古老游牧民族的感觉,有一种崇尚自由和流浪的文化气息,让人忍不住想了解你背后的故事。
938	迷阵秋冬原创女装民族风裤子绑绳铅笔小脚修身牛仔裤毛边滚边可拆卸	毛边;滚边;可拆卸	1;0;2	整条裤子的设计亮点裤子侧面的皮绳滚边设计,侧缝还带着毛边的效果,满满的部落格风格,精致个性,腰间的羽毛皮绳装饰,灵动唯美、可拆卸,实用方便。
939	西装毛呢外套女欧美简约中长款呢大衣冬装摩安珂版型蓝色闪电	版型;蓝色;闪电	0;2;1	大气简约的设计,独特的欧美风,诠释出高贵的气质,宽松文艺的版型,上身效果非常棒,清新的闪电蓝色,养眼效果极佳,尽显潮流范。
940	千细冬装新款专柜正品女装欧美中长款毛呢外套大衣修身圆领版型显瘦	修身;圆领;版型;显瘦	0;3;2;1	修身显瘦的版型,温婉圆领气度不凡修饰脸型,袖口衣摆设计互相呼应打造全面温暖。
941	秋冬季新款男士中长款翻领毛呢子大衣加厚韩版修身妮子外套潮插袋毛呢元素	插袋;毛呢;元素	1;0;2	本款毛呢大衣创新的设计理念,插袋的潮流民族风设计,可谓打破了传统毛呢大衣呆板无奇的形式。注入了青春活力的个性元素。无论从颜色还是做工细节上都值得购买。没有拒绝的理由,这个冬天必备一件。
942	限时特价悟空春季魔王全棉连帽套头卫衣男士女外套潮牌火焰孙悟空图腾	火焰;孙悟空;图腾	0;1;2	用火焰塑造出魔王的形象。左侧的佛像寓意牛魔王最后为仙佛所收。右上角的悟空形象则表示了牛魔王与孙悟空的结拜关系。还有最下方的芭蕉扇和一些带有中国风的云图腾,最后在若隐若现中将所有要素构成一个“空”字。并将它寄宿在了帽子之上。
943	冬季可拆卸长袖堆堆领中长款拼接加厚羽绒服女撞色修身中长款	撞色;修身;中长款	2;1;0	这款中长款羽绒服,时尚大方又修身舒适哦。修身中长款版形,温暖舒适,修身雅致。衣上别致撞色拼接设计,展现独特的时尚表现手法,而且舒适性很好,穿上这件衣服展露时尚优美的气息。
944	蓝色倾情冬装新款女装翻领精致绣花卫衣长袖上衣小翻领绣花图案	小翻领;绣花;图案	0;1;2	精致的小翻领,显得格外新颖别致,胸前的绣花图案让整件衣身瞬间充满了时尚造型感
945	连身裙中袖秋冬直筒数字圆领套头摩安珂数字中袖图案	数字;中袖;图案	0;2;1	精工机绣数字图案,流露都市轻运动风尚;后领镶优质拉链,轻松便捷穿着;拼接肌理感中袖设计,散发出浓郁的轻奢韵味。
946	新男装秋装潮休闲时尚纯棉印花拼接衬衫衬衣印花哈伦裤眼球	印花;哈伦裤;眼球	0;2;1	彩植物印花,瞬间抢抓眼球,为利落衣衫增添摩登浪漫气息,百搭单品,与各式休闲裤、哈伦裤、牛仔裤等皆可混搭出色。
947	/布克兄弟男装男式毛衣针织纯红色品质剪裁	针织;纯红色;品质;剪裁	0;3;2;1	brooksbrothers以上班服为主,更是不少名人世代之选,历年来不少政界领袖如前美国总统肯尼迪、福特、布什及克林顿都是brooksbrothers的长期捧场客,所以brooksbrothers更有总统的“御衣”之美誉。这一款布克针织毛衣,剪裁妥帖,一流设计与品质,适合各种场合穿着,颜色为纯红色,更加具有优雅风格。
948	瑞比卡秋冬新款欧美宽松款大码长袖圆领针织连衣裙女中长款针织廓形大	针织;廓形;大	0;2;1	本季值得入手的时尚针织单品之一,大廓形型呈现出简单干净的线条。柔软的面料呈现出慵懒,自由又充满个性的气质。
949	巴古利秋冬款欧洲站大码羊毛呢子大衣加厚中长款毛呢外套女套头套头分割线毛呢圆圈	套头;分割线;毛呢;圆圈	0;2;3;1	套头的毛呢设计,在毛呢外套界独树一帜,衣领边上的小半圆圈,为衣服增添了俏皮感,洋溢着艺术感的脱俗气质。错落有致的分割线,使衣服看起来多了空间感,两侧的口袋,更有层次感。
950	妩衣巷秋短外套斗篷休闲甜美外套五分袖羊毛毛呢宽松妮子暗藏印花轻薄	暗藏;印花;轻薄	1;2;0	从细节上看,繁复的印花、细致的领部缝合线、纽扣的配饰等,都将成为个性化穿着的表达方式。纽扣设计更适应衣服的柔软轻薄,让yy外观更美,同时暗藏着沉稳的个性,美丽一触即发。
951	乔万尼女装冬天毛呢外套翻领修身中长款纯色长袖大码羊毛呢子大衣蓬松红色鲜艳	蓬松;红色;鲜艳	2;1;0	鲜艳的红色,张扬而明媚,更能衬托出女性柔美风情的一面;蓬松又柔软的毛领,既能带来温暖的感觉,还能提升整体的格调与气质感;双排扣的前襟,透出成熟干练的气场,让你变身职场上的女王哦!
952	独特合身织网蕾丝背心独立设计师品牌-蕾丝版型白色	蕾丝;版型;白色	1;2;0	合体版型,舒适自然,采用白色织网蕾丝面料,独特而神秘,特色标志散发强烈的神秘感,彰显个性。
953	米白色中长款毛呢外套小翻领小大隐藏	小翻领;小;大;隐藏	2;3;1;0	大插袋的拼接,修饰腰部线条的同时,隐藏了腰部小赘肉,视觉上轻松提高了腰际线的位置,小翻领的拼接,修饰颈部线条的同时,凸显出轻熟女知性美的干练气息。
954	独立设计师品牌女装灰色合体针织衫撞色打底毛衣针织修身花色	针织;修身;花色	0;1;2	针织面料最大的好处就是柔软舒适,修身的款式,勾勒出曼妙柔美的的身姿,配合个性十足的多种花色拼接砖石,散发出复古又时髦的潮流感。
955	欧魅赛尔秋季新款欧美时尚蕾丝拼接镂空七分袖中长款露背风衣外套美观七分袖蕾丝	美观;七分袖;蕾丝	2;0;1	性感蕾丝拼接肩部袖口背部,秀出窈窕姿态,门襟蕾丝装饰,新颖独特美观,七分袖设计时髦轻巧,时尚大气。
956	男装韩版春装新款男士修身弹力中腰牛仔裤长裤男燑不对称修身版型	不对称;修身;版型	1;2;0	微弹的舒适面料,韩版修身版型,时尚水洗,口左右不对称口袋更显时尚个性,一侧腿部的缝线装饰很好的修饰腿部的肌肉线条,层次丰富,设计感十足。
957	/娜尔思秋冬装新款圆领长袖修身显瘦印花蕾丝连衣裙中裙包边钉珠蕾丝圆领	包边;钉珠;蕾丝;圆领	1;2;3;0	来自naersi的钉珠蕾丝连衣裙,经典的圆领口处,融入了大量的同色系亮片,光彩夺目,贴心的包边袖口,提升质感的同时,还防止面料脱丝。
958	/娜尔思秋冬装新款圆领长袖修身显瘦印花蕾丝连衣裙中裙悬挂蕾丝长	悬挂;蕾丝;长	1;2;0	蕾丝连衣裙在洗涤时不要浸泡时间过长,也不易大力揉搓,洗涤干净后也不要用力拧干。清洗后建议不要将蕾丝连衣裙长时间的悬挂,因为蕾丝面料一般而言是比较柔软松弛,长时间悬挂会导致衣服下垂变形,失去原有的身形。如果长时间,建议叠好后平放与衣橱。
959	【限时秒惠】俏皮名媛气质斜纹丝绒斗篷式洋装裙丝绒丝斗篷款纤细	丝绒;丝;斗篷款;纤细	2;1;3;0	俏皮“斗篷姑娘”。穿上心爱的斗篷款洋装,极简的设计穿出轻奢与气场。腰身的设计有了一丝纤细~极富女性气质又高贵的丝绒材质,略微夸张的袖子设计穿出复古的优雅感觉。《欧范小姐》:时尚编辑simple
960	欧美高端大牌印花拼接高领秋冬季修身包臀打底加绒连衣裙加厚新款元素人头搭配图案	元素;人头;搭配;图案	1;3;0;2	人头图案一直是稳站时尚巅峰的元素,经久不衰,可以搭出强大的气场,可街头,可俏皮,简单随性,明星们也是爱不释手,搭配墨镜,上身整个look简单舒服,不张扬,但又不缺个性,街头范儿十足,美到极致!
961	/娜尔思专柜新款秋正品长袖套头修身中长款针织绿色套头纯色	绿色;套头;纯色	0;1;2	洋溢着生机活力的绿色,穿出青春的精力充沛,套头的款式设计,穿着更加方便,简约纯色的样式,更添几分成熟和稳重,穿出一种职场的风范。
962	经典款补丁拼接刀割泼漆破坏牛仔裤重工黑牛交叉暗黑潮人	交叉;暗黑;潮人	1;2;0	miraclekill品牌是源于美国波士顿街头的暗黑潮流品牌,圈内潮人简称其为“mk”,品牌成立于2006年。mk的经典logo是两把交叉的死神镰刀,象征强大的死神之力,寓意所有事物的归宿都是死亡,宣扬一种人人皆平等的理念。
963	秋冬毛呢外套韩版女中长呢子大衣修身毛呢元素单排扣纯色	毛呢;元素;单排扣;纯色	0;1;3;2	精心选用毛呢的元素,手感极佳,摸起来柔软舒适,纯色百搭,给人眼前一亮的感觉,经典的单排扣,永远都不会过时。
964	原创设计师品牌女装粗针织棉服多重拼接夹克周冬雨同款搭配破洞黑色蝙蝠袖	搭配;破洞;黑色;蝙蝠袖	2;0;1;3	夹克是冬季的知音,每一个女生怎能不拥有一件,这款黑色的夹克十分百搭,可以搭配一条百搭的破洞牛仔裤,再加上一双小白鞋,夹克自带的蝙蝠袖配上这身更显休闲帅气,抑或可以搭配今年超级流行的渔网袜和长靴,一身黑色look,霸气侧漏,厚厚的夹克,即使在寒冷的冬天,搭配渔网袜也是无所畏惧。
965	原创设计师品牌女装粗针织棉服多重拼接夹克周冬雨同款黑色圆领搭配	黑色;圆领;	2;1;0	搭配渔网袜也是无所畏惧。一款个性又新潮的外套,加以适当搭配让你化身潮流酷girl。内里选择宽松圆领提花毛衣,露出优美脖颈,搭配choker,时尚又性感,且宽松毛衣随性休闲,别有魅力。下身配皮裤及黑色短靴,既勾勒优美腿型,也让你帅气十足,透露出满满青春个性。
966	额菲尔潮流日系原宿复古风间棉风衣集合原创大花色	原创;大;花色	0;1;2	原创潮牌型男风衣大集合,绝对让你挑花眼的款式和花色,型格大大的有哦~
967	树夏冬装新款女装百搭保暖格子拼接连帽中长款棉衣修身保暖纤细	修身;保暖;纤细	0;1;2	宽松舒适的棉衣里面可以川大一件修身的针织衫,穿着具有更好的保暖效果的同时也不会显得臃肿。修身的打底裤的款式可以展现被棉衣掩盖的纤细身材。
968	卡汶年秋冬高档时尚英伦风七分袖厚羊毛大衣外套女原创茧型h型小	原创;茧型;h型;小	1;2;0;3	茧型的气势呼之欲出,h型的大气又无所不容,你想要的,男性的权利和女性的魅力,这款都能感受到!《潮牌》原创小编:song
969	冬装新款女高领袖口pu拼接套头斗篷针织毛衣上装潮针织高领保暖性	针织;高领;保暖性	1;0;2	斗篷,令你焕发强大气场,素净的色泽,演绎着一份和内在相符的端庄自信。高领设计,打响冬天守卫战,为你守住一季的温存。针织面料的选用,保暖性大大提升,从寒冷当中解救各位爱美的mm们。
970	冬新款立领进口小母貂钉珠订珠镶钻短款整水貂皮草大衣外套女小立领钉珠保暖保温	小立领;钉珠;保暖;保温	0;1;2;3	甜美风格的一件大衣,精美时尚,大方优雅。小立领的款式,衬得人干净利落,精神且洒脱。钉珠的点缀,增添了整件衣服的设计感和层次感,使衣服看起来百搭且精致。冬季上身既不显臃肿,又保暖保温,毛质细腻柔软,魅力十足。
971	娜尔思女装秋装新品千鸟格绣花圆领修身连衣裙圆领搭配钉珠绣花	圆领;搭配;钉珠;绣花	1;0;3;2	简约的设计搭配经典的圆领样式,穿在身上,赋予你一种成熟稳重的气质,精美的绣花样式,个性的钉珠装饰,更显几分与众不同,彰显潮流范。
972	/鬼洗日系潮男立领迷彩马甲秋冬保暖棉背心元素高领开襟图案	元素;高领;开襟;图案	2;0;1;3	马甲的经典设计是开襟的外套,而这件马甲又和传统设计有些不同,是在门襟上添加了纽扣的元素,让整体在围系中展现出更加复古的感觉。还加上了高领的设计,则还能从围系中感受到温暖的感觉。用迷彩的图案添加在其中,衣面斑斓中更加展现出男人的野性气息,简单的让马甲更加的时髦了。
973	朗姿专柜正品春装复古印花镶钻长袖连衣裙搭配纯黑色细高跟	搭配;纯黑色;细高跟	0;1;2	如果对于腿型不太自信,搭配一双纯黑色的细高跟会有意想不到的效果,告别因为身材原因而带来的烦恼。
974	第六雷电春秋新款潮流骷髅民族风哈伦男士牛仔裤男秋冬款韩版修身版型印花品质骷髅	版型;印花;品质;骷髅	0;2;3;1	本款牛仔裤设计前卫,英伦的版型,精细的针脚走线与优质面料的结合彰显品质。独特的水洗工艺和骷髅民族风印花设计更增加了牛仔裤的时尚感,将品质与时尚完美结合,体现日系时尚的前卫感。
975	白衬衫女新款长袖棉立方秋装复古港风修身韩范职业纯棉衬衣细小直接无缝	细小;直接;无缝拼接	0;1;2	一款简单的衬衫,依靠本身历久弥新的魅力就能凹出春夏优雅的格局。知性和甜美融为一体,还有一点点的文艺风情。我喜欢那种细小的事物里能够透露出浓郁的情怀,因此精美的提花纹在见到的第一眼就打动了我的心。丝毫不考虑任何繁复难以进行的工艺,直接用了高超的无缝衔接,艺术感极佳,让不同的提花融为一体,真心适合过小资日子的格调呀。
